Index,X,Y,Area
841,2576,1356,512.5
842,1288,1343,9.0
843,897,1347,76.5
844,3209,1348,370.5
845,2353,1341,169.5
846,1957,1334,4.0
847,3312,1340,194.0
848,3005,1337,91.5
849,2892,1343,455.0
850,2396,1337,116.0
851,1810,1330,3.5
852,2112,1346,1163.0
853,2070,1333,76.0
854,1071,1333,108.0
855,894,1329,65.0
856,3261,1329,107.5
857,2721,1331,216.0
858,2235,1327,80.0
859,3409,1330,173.5
860,1536,1349,1646.5
861,2214,1319,12.5
862,884,1320,15.5
863,1663,1331,567.5
864,964,1321,137.0
865,3079,1315,164.5
866,3205,1309,20.0
867,892,1308,10.5
868,1056,1309,22.0
869,1641,1306,72.5
870,3456,1311,452.0
871,3032,1304,53.5
872,2589,1304,86.5
873,3361,1300,2.0
874,1234,1299,32.5
875,996,1316,833.5
876,1921,1304,253.5
877,2208,1302,233.0
878,2580,1293,44.0
879,2604,1292,18.5
880,3284,1289,54.0
881,3254,1292,153.5
882,1251,1291,94.0
883,1191,1292,147.0
884,3198,1294,284.0
885,1499,1291,174.5
886,1379,1290,104.5
887,2333,1284,2.5
888,3163,1283,52.5
889,3327,1278,1.0
890,2346,1278,9.0
891,3350,1277,9.5
892,2431,1277,13.5
893,1707,1278,49.0
894,2851,1279,93.5
895,808,1285,442.0
896,2600,1272,5.0
897,1767,1276,52.0
898,1682,1273,100.5
899,2908,1273,121.0
900,2314,1270,47.0
901,1806,1273,179.5
902,905,1269,18.5
903,2627,1272,172.0
904,1167,1270,99.5
905,1122,1282,724.0
906,2149,1273,458.5
907,2271,1294,2978.0
908,1927,1261,94.0
909,2379,1264,222.5
910,2415,1256,54.0
911,763,1253,16.5
912,1111,1253,42.5
913,2476,1250,9.0
914,1910,1249,1.5
915,2902,1251,60.5
916,3266,1264,970.5
917,1265,1248,31.5
918,2025,1284,4147.0
919,1589,1261,811.0
920,1229,1259,591.0
921,996,1244,12.0
922,2394,1249,117.0
923,2114,1248,142.5
924,1197,1250,254.0
925,917,1245,31.5
926,3308,1262,759.5
927,1888,1240,2.0
928,1829,1251,382.0
929,1474,1253,316.5
930,1247,1239,12.5
931,2622,1242,85.5
932,830,1240,131.5
933,3136,1239,84.5
934,1024,1236,30.5
935,963,1238,132.0
936,1443,1234,72.0
937,2824,1231,30.5
938,1047,1230,40.0
939,2800,1228,71.0
940,1557,1236,675.0
941,2923,1222,5.0
942,1339,1247,2914.0
943,3223,1232,852.0
944,1090,1223,115.5
945,1941,1231,669.0
946,1863,1219,96.0
947,3012,1214,3.0
948,3111,1215,51.0
949,2481,1213,76.5
950,3082,1211,169.5
951,900,1210,89.5
952,2443,1206,60.0
953,3370,1204,67.5
954,2717,1217,893.0
955,2810,1203,122.0
956,1459,1207,197.0
957,1608,1195,1.0
958,1997,1215,1561.0
959,1790,1193,28.0
960,1678,1200,479.5
961,1528,1202,798.0
962,792,1187,194.5
963,3238,1182,54.0
964,1622,1180,30.5
965,1212,1197,1235.5
966,2111,1186,374.0
967,736,1198,1101.5
968,1767,1175,7.5
969,2182,1200,2621.0
970,2604,1183,435.5
971,2437,1173,20.5
972,1958,1174,50.0
973,2476,1172,34.0
974,1193,1170,31.0
975,1539,1171,53.0
976,1119,1187,1859.5
977,2777,1174,309.5
978,1376,1170,106.5
979,2373,1167,111.0
980,1578,1162,50.0
981,1340,1168,379.5
982,3204,1156,4.0
983,3403,1155,3.0
984,1795,1158,44.0
985,2900,1181,2226.0
986,775,1154,9.0
987,1742,1154,47.0
988,1373,1152,24.5
989,1925,1149,6.0
990,1271,1146,3.0
991,2658,1151,124.5
992,2580,1157,577.0
993,2473,1147,34.5
994,1829,1168,1761.0
995,2366,1147,74.5
996,1798,1143,6.5
997,1044,1144,87.5
998,2157,1142,58.5
999,3316,1159,970.5
1000,2730,1153,1237.0
1001,2397,1138,67.5
1002,3292,1137,61.0
1003,2901,1137,82.0
1004,1795,1131,42.5
1005,1200,1130,69.5
1006,2248,1127,39.5
1007,2484,1122,1.5
1008,2315,1127,108.5
1009,1102,1128,131.5
1010,765,1125,36.5
1011,2078,1143,1711.5
1012,2659,1125,100.5
1013,3298,1122,61.5
1014,1464,1148,2537.0
1015,1139,1117,1.0
1016,941,1125,247.5
1017,1990,1117,1.0
1018,3075,1113,17.0
1019,2990,1110,2.5
1020,1714,1114,107.0
1021,1387,1119,638.0
1022,3007,1120,276.5
1023,1293,1117,484.5
1024,3409,1106,54.0
1025,909,1104,19.5
1026,1473,1104,37.0
1027,2526,1101,1.5
1028,1659,1114,612.5
1029,2622,1112,575.5
1030,3051,1100,25.0
1031,937,1100,38.0
1032,2747,1102,99.0
1033,1778,1102,180.5
1034,2537,1099,84.0
1035,1588,1097,49.5
1036,2494,1094,54.5
1037,2028,1093,34.5
1038,854,1140,3862.0
1039,1765,1090,29.0
1040,3162,1118,2829.5
1041,1539,1098,561.0
1042,1703,1089,99.0
1043,3226,1095,479.0
1044,2286,1090,222.5
1045,2153,1085,21.0
1046,2862,1099,1057.5
1047,1327,1083,58.5
1048,1240,1090,471.0
1049,1579,1078,39.0
1050,2900,1079,145.0
1051,1693,1073,48.0
1052,1656,1073,87.5
1053,986,1083,664.0
1054,2141,1071,118.0
1055,3031,1069,78.5
1056,1072,1066,8.5
1057,2105,1062,60.5
1058,1869,1083,1801.0
1059,1793,1072,747.0
1060,2817,1076,1033.0
1061,2775,1058,88.5
1062,1314,1057,111.5
1063,1437,1054,68.5
1064,1969,1051,34.0
1065,1276,1057,408.5
1066,2064,1055,552.5
1067,874,1044,9.5
1068,2899,1042,6.5
1069,1643,1043,7.5
1070,1665,1040,3.0
1071,1165,1068,2684.5
1072,3387,1062,1470.0
1073,3276,1047,261.0
1074,3221,1041,38.0
1075,1320,1037,29.0
1076,1937,1035,54.0
1077,2236,1052,1018.0
1078,2499,1041,914.5
1079,2390,1038,447.5
1080,3167,1035,414.5
1081,2660,1053,3540.0
1082,1128,1028,68.5
1083,816,1028,87.5
1084,3042,1037,768.0
1085,2457,1035,301.5
1086,2050,1028,124.5
1087,2744,1023,79.0
1088,2157,1023,124.0
1089,2963,1040,2270.0
1090,3093,1021,105.0
1091,1545,1017,11.0
1092,1287,1021,172.5
1093,1506,1039,1487.0
1094,2031,1017,184.5
1095,3338,1007,22.5
1096,3141,1005,3.5
1097,928,1023,1330.5
1098,2331,1003,5.5
1099,3081,1004,101.0
1100,2926,998,12.0
1101,2120,1002,144.5
1102,2823,1007,530.5
1103,1170,996,6.0
1104,1089,1008,746.5
1105,854,994,19.0
1106,3184,992,27.5
1107,2696,993,94.0
1108,3270,993,162.5
1109,3374,989,34.5
1110,2348,992,128.0
1111,1996,986,1.0
1112,1632,987,5.0
1113,2468,994,313.5
1114,2303,987,94.5
1115,1524,980,2.5
1116,3157,979,8.0
1117,2007,977,1.5
1118,3018,977,7.0
1119,1027,978,31.5
1120,2509,976,34.0
1121,2169,973,12.0
1122,832,976,76.5
1123,1742,996,2346.5
1124,1644,978,152.5
1125,2523,970,34.0
1126,972,964,19.0
1127,3135,961,11.5
1128,1458,961,4.5
1129,2443,964,94.0
1130,1170,972,775.0
1131,2617,960,112.5
1132,2336,956,17.0
1133,2638,958,76.5
1134,1530,954,8.5
1135,3159,953,9.0
1136,2836,955,80.5
1137,2087,950,1.0
1138,1655,951,10.5
1139,1264,951,33.0
1140,2584,948,29.0
1141,1881,949,55.0
1142,1541,948,66.5
1143,1969,979,2734.0
1144,1859,952,247.5
1145,1245,944,2.0
1146,1063,944,3.5
1147,3351,945,12.5
1148,2098,948,81.0
1149,2864,943,10.0
1150,2446,945,73.5
1151,1442,942,4.0
1152,935,959,912.0
1153,1627,951,500.5
1154,2628,939,2.0
1155,3052,940,17.5
1156,2408,952,627.5
1157,2739,941,116.0
1158,2130,939,79.0
1159,2921,934,32.0
1160,2705,933,10.0
1161,1481,933,9.0
1162,2841,934,42.5
1163,2291,931,11.5
1164,1753,932,57.5
1165,1589,932,17.5
1166,2481,933,101.0
1167,1846,927,7.5
1168,3018,928,31.0
1169,1209,928,73.5
1170,848,923,1.5
1171,1223,922,1.5
1172,3280,924,29.0
1173,3208,927,258.5
1174,1255,927,178.5
1175,2910,924,135.0
1176,1016,927,432.0
1177,2579,917,8.5
1178,1048,915,18.5
1179,1675,916,94.0
1180,3031,916,142.5
1181,2136,915,154.0
1182,2621,909,10.0
1183,2530,911,54.0
1184,1876,913,134.5
1185,2214,956,4740.5
1186,1384,960,5557.0
1187,3180,911,327.0
1188,952,905,42.5
1189,2010,906,81.0
1190,1051,901,26.5
1191,969,900,17.0
1192,1826,911,188.0
1193,1454,908,192.5
1194,1599,897,50.0
1195,2871,904,734.0
1196,2337,901,250.5
1197,1655,902,327.5
1198,2779,928,2824.5
1199,2306,894,40.0
1200,3081,908,2007.0
1201,2937,889,320.0
1202,1181,880,6.0
1203,1824,877,3.5
1204,2909,878,14.0
1205,2054,887,407.5
1206,1024,878,82.0
1207,2483,874,13.0
1208,2015,876,85.5
1209,1114,904,3492.0
1210,910,874,187.0
1211,2116,873,54.5
1212,932,868,16.0
1213,1752,864,7.5
1214,2660,883,1887.5
1215,3284,862,144.0
1216,1061,863,149.0
1217,3188,867,548.5
1218,3150,859,105.5
1219,2151,859,102.5
1220,1413,853,40.0
1221,1167,854,82.5
1222,1563,854,111.5
1223,1694,854,144.5
1224,1737,848,74.5
1225,3158,843,20.0
1226,2718,849,344.5
1227,2040,847,111.5
1228,1889,843,45.0
1229,1771,841,12.0
1230,3138,843,74.0
1231,2861,854,801.0
1232,1914,843,52.5
1233,2207,858,1567.5
1234,1792,845,200.5
1235,989,848,547.0
1236,2575,842,326.5
1237,1268,838,199.5
1238,1456,851,1855.0
1239,3077,832,79.0
1240,2405,876,4367.5
1241,1323,827,14.0
1242,1077,831,313.5
1243,1789,821,4.5
1244,2273,826,51.5
1245,1013,824,74.0
1246,2033,822,63.0
1247,1766,824,282.0
1248,2097,825,146.0
1249,2245,814,4.0
1250,2350,819,138.5
1251,2327,816,70.0
1252,2056,811,6.5
1253,2303,816,168.0
1254,3190,815,313.0
1255,1639,811,39.5
1256,1542,806,19.5
1257,2721,808,77.5
1258,1972,837,3060.5
1259,1586,806,71.5
1260,1053,805,37.0
1261,3086,803,21.5
1262,1833,803,17.0
1263,2180,809,463.0
1264,1887,799,37.5
1265,1307,803,204.0
1266,1124,794,8.5
1267,1426,797,72.0
1268,3278,796,232.5
1269,3166,796,210.5
1270,2403,797,191.5
1271,2129,791,44.0
1272,1553,787,2.5
1273,951,810,2920.0
1274,2758,799,407.5
1275,1037,782,5.5
1276,2086,785,270.5
1277,2568,777,10.5
1278,1370,819,3681.0
1279,2040,784,326.5
1280,2270,792,1092.0
1281,2372,777,80.0
1282,2859,787,949.5
1283,2774,772,7.5
1284,2576,766,1.0
1285,1942,768,30.5
1286,1853,772,142.0
1287,2591,771,201.0
1288,1767,765,11.5
1289,2476,773,553.5
1290,2799,762,18.5
1291,1971,761,5.5
1292,2641,766,207.5
1293,3262,760,33.5
1294,1809,769,866.0
1295,2526,757,110.5
1296,1224,757,99.5
1297,1870,756,96.5
1298,1949,751,2.0
1299,1033,751,28.0
1300,2722,752,74.5
1301,1992,752,70.5
1302,2688,757,326.5
1303,3033,748,36.0
1304,1181,754,275.5
1305,1755,752,355.5
1306,2473,742,29.5
1307,1639,743,41.0
1308,2594,739,5.0
1309,3159,739,179.0
1310,2433,735,15.0
1311,1590,736,39.0
1312,1479,735,91.5
1313,1669,735,104.5
1314,3216,732,81.0
1315,1280,746,800.0
1316,1606,730,28.0
1317,1845,732,262.5
1318,1194,726,30.0
1319,1816,725,42.5
1320,1679,725,37.5
1321,3105,724,66.5
1322,2715,727,190.0
1323,1528,729,608.0
1324,2811,729,571.0
1325,1306,715,23.0
1326,1371,726,756.5
1327,1409,715,83.5
1328,2964,771,6863.5
1329,1583,709,30.0
1330,1155,709,33.0
1331,3091,717,199.0
1332,1722,706,35.0
1333,1818,708,135.5
1334,1875,704,39.5
1335,2349,705,93.5
1336,2834,704,229.0
1337,2561,698,19.0
1338,1531,696,18.0
1339,2129,705,576.0
1340,1074,692,49.5
1341,1491,696,236.0
1342,1883,689,36.5
1343,2051,705,1666.5
1344,975,718,2279.5
1345,2811,686,89.0
1346,2544,689,294.5
1347,1208,677,3.0
1348,1087,678,23.0
1349,1622,676,152.0
1350,1924,688,1009.0
1351,2007,670,30.5
1352,1114,669,7.0
1353,2943,675,177.5
1354,2622,667,27.5
1355,1196,674,150.5
1356,2654,662,30.5
1357,2243,661,9.5
1358,1796,663,56.5
1359,1614,659,30.5
1360,2939,658,26.0
1361,2052,657,31.0
1362,1184,653,4.0
1363,1446,671,1505.0
1364,1817,650,13.0
1365,1112,653,108.5
1366,2229,653,116.0
1367,1800,648,7.5
1368,2546,650,64.5
1369,2336,650,54.5
1370,2650,647,29.0
1371,1524,649,106.5
1372,1053,649,163.0
1373,3036,643,19.5
1374,2563,645,43.5
1375,1350,660,1240.5
1376,1716,660,1826.0
1377,2728,638,17.0
1378,1790,635,6.0
1379,1259,658,2375.0
1380,1679,631,38.5
1381,2963,643,719.0
1382,1938,627,19.5
1383,2221,625,7.0
1384,2401,625,38.0
1385,1447,626,273.0
1386,3021,621,82.0
1387,2029,616,9.5
1388,2846,618,56.0
1389,2796,635,1933.0
1390,1817,627,542.0
1391,2308,615,38.0
1392,1691,615,33.0
1393,2644,622,422.5
1394,1012,622,222.5
1395,3050,610,9.5
1396,2475,625,1148.0
1397,2300,609,5.5
1398,2001,609,11.0
1399,2333,607,23.0
1400,2723,608,85.0
1401,1800,606,28.0
1402,2383,614,353.0
1403,2073,613,571.5
1404,1961,606,152.5
1405,1537,605,83.0
1406,1192,604,105.0
1407,2784,600,62.0
1408,2238,597,33.5
1409,2157,630,2691.0
1410,1389,607,548.0
1411,2347,593,2.0
1412,1630,598,171.0
1413,2668,594,28.5
1414,2078,590,3.0
1415,1743,599,695.5
1416,1468,586,15.5
1417,2765,583,11.5
1418,2744,589,352.0
1419,2685,578,12.0
1420,1867,581,109.0
1421,1056,575,2.5
1422,1681,576,53.0
1423,1949,574,35.0
1424,2399,573,9.5
1425,2814,583,479.5
1426,2695,573,44.5
1427,2005,574,69.5
1428,2999,578,412.0
1429,2208,571,37.0
1430,2327,567,7.5
1431,1315,567,31.0
1432,1373,565,14.0
1433,1414,564,16.5
1434,2391,562,4.5
1435,1561,564,30.5
1436,1234,578,911.5
1437,1116,561,19.0
1438,2159,564,157.0
1439,1536,558,4.0
1440,1791,575,932.5
1441,1131,555,36.5
1442,3106,560,224.5
1443,3056,569,1122.5
1444,2833,553,50.5
1445,2696,554,73.0
1446,1290,550,6.5
1447,2063,557,407.0
1448,1885,545,3.0
1449,2527,549,182.0
1450,2315,546,48.0
1451,1613,559,851.5
1452,2268,543,30.5
1453,1749,542,19.0
1454,1637,541,13.0
1455,1283,540,86.0
1456,1703,534,4.5
1457,2290,537,136.0
1458,1527,530,17.0
1459,1304,528,11.5
1460,3015,540,598.0
1461,1592,530,47.5
1462,2356,529,60.0
1463,2703,526,17.0
1464,2231,541,791.5
1465,1809,533,463.5
1466,1473,533,507.0
1467,2092,522,97.5
1468,1683,522,244.5
1469,1917,515,13.0
1470,1254,515,17.0
1471,1757,516,68.5
1472,1226,514,24.0
1473,2479,533,1787.5
1474,3036,513,150.5
1475,1828,507,9.5
1476,2057,509,87.5
1477,1879,510,243.0
1478,1557,517,923.0
1479,2756,505,71.0
1480,2135,523,1525.0
1481,1265,499,4.0
1482,2959,503,75.5
1483,1283,504,145.0
1484,1627,499,17.5
1485,2487,495,6.5
1486,2320,510,730.0
1487,2208,495,38.0
1488,1803,493,9.5
1489,2871,508,364.5
1490,2959,489,17.5
1491,1461,486,13.0
1492,1347,488,32.5
1493,2348,485,20.0
1494,2125,486,53.0
1495,2518,481,4.0
1496,1274,481,16.5
1497,1138,486,79.0
1498,1428,483,72.0
1499,2666,498,2043.5
1500,1508,480,135.5
1501,1648,479,155.5
1502,1352,473,21.0
1503,2345,473,51.0
1504,2851,476,277.5
1505,2813,477,428.0
1506,2142,473,174.0
1507,2203,466,14.5
1508,2273,488,1741.0
1509,1956,464,41.5
1510,2216,464,53.0
1511,1751,460,6.0
1512,1623,462,83.0
1513,1391,456,17.5
1514,2007,453,5.5
1515,2199,453,45.0
1516,1677,461,853.0
1517,2925,467,1563.0
1518,2516,454,91.5
1519,2788,447,88.5
1520,2152,447,101.0
1521,2676,442,6.0
1522,1981,443,31.0
1523,2260,443,36.0
1524,2570,442,41.5
1525,1608,440,30.0
1526,1225,438,8.5
1527,2445,452,780.0
1528,1850,462,2193.5
1529,2851,434,14.0
1530,2910,433,19.5
1531,1198,432,10.0
1532,1566,448,1422.5
1533,2546,428,13.5
1534,1517,429,47.5
1535,2488,433,369.5
1536,2204,422,8.5
1537,2086,427,181.5
1538,1628,420,27.5
1539,2188,428,103.5
1540,1446,415,16.5
1541,2504,414,22.5
1542,2200,412,7.5
1543,2896,422,239.0
1544,2216,410,68.0
1545,2928,402,2.0
1546,2404,416,1234.5
1547,2004,403,50.0
1548,1825,402,34.5
1549,1303,410,434.0
1550,1357,404,169.0
1551,2915,394,113.5
1552,2870,387,14.5
1553,2659,393,172.5
1554,2183,387,12.0
1555,2107,390,73.5
1556,2081,389,64.0
1557,1774,385,20.5
1558,1809,380,16.5
1559,2606,377,10.5
1560,2140,392,921.5
1561,1496,392,435.0
1562,1688,377,33.5
1563,2877,376,45.0
1564,2517,389,507.5
1565,2373,370,7.0
1566,2216,373,75.0
1567,1981,370,25.0
1568,2724,397,2293.0
1569,1700,369,101.0
1570,1378,369,73.5
1571,2840,380,1165.0
1572,1898,393,3320.0
1573,1686,358,23.0
1574,2327,354,11.0
1575,1810,359,209.0
1576,1334,359,155.5
1577,1305,355,70.5
1578,1539,362,1100.0
1579,2392,347,94.0
1580,2158,346,86.5
1581,2281,347,146.5
1582,1692,343,38.5
1583,2308,348,258.5
1584,1621,354,777.0
1585,1346,339,23.0
1586,1516,339,31.5
1587,2412,331,24.5
1588,1957,331,31.0
1589,1527,330,19.0
1590,1775,329,93.0
1591,1552,326,21.0
1592,2042,325,24.5
1593,1539,324,50.5
1594,1881,326,119.5
1595,2758,328,289.0
1596,2546,329,759.0
1597,1450,322,180.5
1598,1423,320,81.0
1599,2125,320,150.0
1600,1892,315,19.0
1601,2058,310,1.0
1602,1528,311,37.5
1603,2461,306,15.5
1604,2241,323,953.5
1605,2438,309,131.5
1606,1550,304,13.0
1607,2576,311,383.5
1608,2483,302,14.5
1609,2029,303,12.5
1610,2295,300,9.5
1611,2519,299,15.0
1612,1453,299,18.0
1613,1624,298,15.5
1614,1703,301,84.5
1615,2066,296,21.0
1616,2381,293,51.5
1617,2010,288,24.0
1618,1757,300,1007.0
1619,1723,284,15.0
1620,2442,282,24.5
1621,2757,278,1.0
1622,2668,303,1846.0
1623,2233,284,147.5
1624,1465,279,43.5
1625,1506,277,291.5
1626,1848,269,8.5
1627,2234,267,5.5
1628,2712,265,8.5
1629,2672,267,32.0
1630,2541,266,69.5
1631,1671,265,136.5
1632,2268,258,20.0
1633,2449,260,137.5
1634,2571,248,1.5
1635,1795,253,81.5
1636,2380,251,98.0
1637,2525,239,14.5
1638,1658,238,12.5
1639,1862,233,3.0
1640,1950,257,1708.5
1641,2382,229,13.5
1642,2172,234,607.0
1643,1782,227,16.0
1644,2351,233,365.0
1645,2103,218,6.5
1646,1781,211,21.0
1647,2523,210,35.5
1648,1597,206,34.0
1649,1913,203,6.5
1650,1681,208,209.5
1651,2450,204,45.0
1652,2271,199,7.5
1653,2241,198,4.5
1654,1807,200,37.0
1655,1742,222,1452.5
1656,1637,203,91.0
1657,2209,209,596.0
1658,2044,223,2296.5
1659,1996,198,56.5
1660,2537,198,81.5
1661,2042,182,30.5
1662,2479,189,684.5
1663,2301,175,14.0
1664,2204,171,70.5
1665,1792,163,27.5
1666,2399,179,1236.5
1667,1761,158,6.5
1668,2287,161,55.5
1669,2181,154,58.5
1670,1844,165,1673.0
1671,2123,142,65.5
1672,2042,140,39.0
1673,1897,135,9.5
1674,2279,138,241.5
1675,2066,131,34.0
